Security Id,Security Name,Industry
INDOEURO,INDO EURO INDCHEM LTD.,Specialty Chemicals
SYNCOMF,SYNCOM FORMULATIONS (INDIA) LTD.-$,Pharmaceuticals
RIDDHI,RIDDHI SIDDHI GLUCO BIOLS LTD.-$,Commodity Chemicals
SVCIND,SVC INDUSTRIES Ltd,Commodity Chemicals
IPCALAB,IPCA LABORATORIES LTD.,Pharmaceuticals
KILITCH,KILITCH DRUGS (INDIA) LTD.,Pharmaceuticals
RAAJMEDI,RAAJ MEDISAFE INDIA LTD.,Medical Equipment
CORALAB,CORAL LABORATORIES LTD.,Pharmaceuticals
TULASEEBIOE,TULASEE BIO-ETHANOL LTD.,Commodity Chemicals
BACPHAR,BACIL PHARMA LTD.,Pharmaceuticals
KREBSBIO,KREBS BIOCHEMICALS & INDUSTRIES LTD.-$,Pharmaceuticals
KMCSHIL,KMC SPECIALITY HOSPITALS (INDIA) LTD.,Healthcare Services
LAFFANSQ,LAFFANS PETROCHEMICALS LTD.-$,Commodity Chemicals
BHASKAGR,BHASKAR AGROCHEMICALS LTD.,Agrochemicals
SUKHJITS,SUKHJIT STARCH & CHEMICALS LTD.-$,Other Agricultural Products
NEULANDLAB,NEULAND LABORATORIES LTD.,Pharmaceuticals
GAYATRIBI,GAYATRI BIOORGANICS LTD.,Commodity Chemicals
PODARPIGQ,PODDAR PIGMENTS LTD.-$,Specialty Chemicals
PHARMAID,PHARMAIDS PHARMACEUTICALS LTD.,Pharmaceuticals
VIVIDIND,VIVID GLOBAL INDUSTRIES LTD.,Commodity Chemicals
PRIYALT,PRIYA LTD.-$,Comm.Trading  & Distribution
TIRUSTA,TIRUPATI STARCH & CHEMICALS LTD.,Other Food Products
HEMORGANIC,Hemo Organic Limited,Comm.Trading  & Distribution
JDORGOCHEM,JD ORGOCHEM LTD.,Specialty Chemicals
ASHOKALC,ASHOK ALCO-CHEM LTD.,Commodity Chemicals
AKSCHEM,AKSHARCHEM (INDIA) LTD.-$,Specialty Chemicals
KAMRLAB,KAMRON LABORATORIES LTD.,Pharmaceuticals
BERLDRG,BERYL DRUGS LTD.,Pharmaceuticals
INDXTRA,IEL Ltd,Other Food Products
ISTRNETWK,iStreet Network Limited,Internet & Catalogue Retail
GAGAN,GAGAN GASES LTD.,Integrated Oil & Gas
PARKERAC,PARKER AGROCHEM EXPORTS LTD.-$,Comm.Trading  & Distribution
SHUKRAPHAR,Shukra Pharmaceuticals Ltd,Pharmaceuticals
ALUFLUOR,ALUFLUORIDE LTD.,Commodity Chemicals
SSORGS,SS ORGANICS LTD.,Pharmaceuticals
ARCHITORG,ARCHIT ORGANOSYS LTD.,Commodity Chemicals
SIKOZY,Sikozy Realtors Limited,Realty
INDOAMIN,INDO AMINES LTD.-$,Commodity Chemicals
INDSWFTLTD,IND-SWIFT LTD.,Pharmaceuticals
NATCAPSUQ,NATURAL CAPSULES LTD.,Pharmaceuticals
WELCURE,WELCURE DRUGS & PHARMACEUTICALS LTD.,Pharmaceuticals
BIBCL,BHARAT IMMUNOLOGICALS & BIOLOGICALS CORPORATION LTD.-$,Pharmaceuticals
SOTL,SAVITA OIL TECHNOLOGIES LTD.,Refineries/ Petro-Products
HESTERBIO,HESTER BIOSCIENCES LTD.,Pharmaceuticals
KABSON,KABSONS INDUSTRIES LTD.,Comm.Trading  & Distribution
BASANTGL,BASANT AGRO TECH (INDIA) LTD.-$,Fertilizers
SANDUPHQ,SANDU PHARMACEUTICALS LTD.,Pharmaceuticals
NACLIND,NACL Industries Ltd,Agrochemicals
VISTAPH,VISTA PHARMACEUTICALS LTD.,Pharmaceuticals
SUNPHARMA,SUN PHARMACEUTICAL INDUSTRIES LTD.,Pharmaceuticals
TITANBIO,TITAN BIOTECH LTD.,Specialty Chemicals
BIJHANS,BIJOY HANS LTD.,Comm.Trading  & Distribution
SDL,Span Divergent Ltd-$,Pharmaceuticals
JENBURPH,JENBURKT PHARMACEUTICALS LTD.,Pharmaceuticals
HIKAL,HIKAL LTD.,Pharmaceuticals
CAPPL,CAPLIN POINT LABORATORIES LTD.,Pharmaceuticals
FISCHER,FISCHER CHEMIC LTD.,Commodity Chemicals
LINKPH,LINK PHARMA CHEM LTD.,Commodity Chemicals
DECIPHER,Decipher Labs Ltd,Pharmaceuticals
EMMESSA,EMMESSAR BIOTECH & NUTRITION LTD.,Commodity Chemicals
NGLFINE,NGL FINE-CHEM LTD.,Pharmaceuticals
EVERESTO,EVEREST ORGANICS LTD.,Pharmaceuticals
AUROPHARMA,AUROBINDO PHARMA LTD.,Pharmaceuticals
PHYTO,PHYTO CHEM (INDIA) LTD.,Agrochemicals
NATCOPHARM,NATCO PHARMA LTD.,Pharmaceuticals
DYNAMIND,DYNAMIC INDUSTRIES LTD.-$,Specialty Chemicals
PANAMAPET,PANAMA PETROCHEM LTD.,Refineries/ Petro-Products
BALPHARMA,BAL PHARMA LTD.,Pharmaceuticals
BDH,BDH INDUSTRIES LTD.,Pharmaceuticals
JAUSPOL,JAUSS POLYMERS LTD.,Containers & Packaging
GLOBUSCON,Globus Constructors & Developers Limited,Textiles
CUBEXTUB,CUBEX TUBINGS LTD.,Copper
POLYCHMP,POLYMECHPLAST MACHINES LTD.,Industrial Machinery
STELLANT,STELLANT SECURITIES (INDIA) LTD.,Other Financial Services
GALXBRG,GALAXY BEARINGS LTD.,Other Industrial Goods
SCAGRO,SC Agrotech Ltd,Packaged Foods
RALEGRA,RAVILEELA GRANITES LTD.,Construction Materials
UNRYLMA,UNIROYAL MARINE EXPORTS LTD.,Packaged Foods
SHERVANI,SHERVANI INDUSTRIAL SYNDICATE LTD.,Non-Durable Household Prod.
ARHNTTO,ARIHANT TOURNESOL LTD.,Comm.Trading  & Distribution
SUPERTEX,SUPERTEX INDUSTRIES LTD.,Textiles
SHETR,SHETRON LTD.,Containers & Packaging
TRABI,TRANSGENE BIOTEK LTD.,Healthcare Services
MPL,MPL Plastics Limited,Containers & Packaging
NIKHILAD,NIKHIL ADHESIVES LTD.-$,Comm.Trading  & Distribution
SPENTA,SPENTA INTERNATIONAL LTD.,Other Apparels & Accessories
MULTIBASE,MULTIBASE INDIA LTD.,Auto Tyres & Rubber Products
ANDREWYU,ANDREW YULE & COMPANY LTD.,Tea & Coffee
LUDLOWJUT,LUDLOW JUTE & SPECIALITIES LTD.,Jute & Jute Products
ASHRAM,ASHRAM ONLINE.COM LTD.,Healthcare Services
ROYALCU,ROYAL CUSHION VINYL PRODUCTS LTD.-$,Furniture-Furnishing-Paints
NOGMIND,NEOGEM INDIA LTD.,Other Apparels & Accessories
SURJIND,SURAJ INDUSTRIES LTD.,Edible Oils
HITECHCORP,Hitech Corporation Ltd-$,Containers & Packaging
BLOOM,BLOOM DEKOR LTD.-$,Plastic Products
FILATEX,FILATEX INDIA LTD.-$,Textiles
STDSFAC,STANDARD SURFACTANTS LTD.,Commodity Chemicals
MERCATOR,MERCATOR LTD.-$,Shipping
MORGAN,MORGAN VENTURES LTD.,Finance (including NBFCs)
AMRAPLIN,AMRAPALI INDUSTRIES LTD.,Comm.Trading  & Distribution
PREMEXPLQ,PREMIER EXPLOSIVES LTD.,Specialty Chemicals
MIDEASTP,MID EAST PORTFOLIO MANAGEMENT LTD.,Other Financial Services
MOLDTEK,MOLD-TEK TECHNOLOGIES LTD.,BPO/KPO
CRSTCHM,CRESTCHEM LTD.,Specialty Chemicals
MPHASIS,MPHASIS LTD.,IT Consulting & Software
MEDINOV,MEDINOVA DIAGNOSTIC SERVICES LTD.,Healthcare Services
DIVSHKT,DIVYASHAKTI GRANITES LTD.,Construction Materials
ORIENTLTD,ORIENT PRESS LTD.,Containers & Packaging
SHREYASI,SHREYAS INTERMEDIATES LTD.,Commodity Chemicals
PARTIND,Parth Industries Limited,Auto Parts & Equipment
DUROPACK,DUROPACK LTD.,Plastic Products
SWARNSAR,Swarnsarita Gems Ltd,Other Apparels & Accessories
GANESHHOUC,GANESH HOUSING CORPORATION LTD.-$,Realty
NMDC,NMDC LTD.,Mining
CINDHO,CINDRELLA HOTELS LTD.-$,Hotels
PATINTLOG,PATEL INTEGRATED LOGISTICS LTD.-$,Surface Transportation
ALPHAGEO,ALPHAGEO (INDIA) LTD.-$,Oil Equipment & Services
RPIL,RITESH PROPERTIES & INDUSTRIES LTD.,Other Apparels & Accessories
KKALPANAIND,Kkalpana Industries (India) Ltd,Plastic Products
OKPLA,OK PLAY INDIA LTD.,Gift Articles-Toys & Cards 
KRITIIND,KRITI INDUSTRIES (INDIA) LTD.-$,Plastic Products
WELTI,WELTERMAN INTERNATIONAL LTD.,Footwear
ASMTEC,ASM TECHNOLOGIES LTD.,IT Consulting & Software
PERFEPA,PERFECTPAC LTD.,Paper & Paper Products
VISIONCINE,VISION CINEMAS LTD.,Advertising & Media
INDRANIB,INDRAYANI BIOTECH LTD.,Other Agricultural Products
EUROLED,EURO LEDER FASHION LTD.,Other Apparels & Accessories
WINSOMBR,WINSOME BREWERIES LTD.,Breweries & Distilleries
ELEFLOR,ELEGANT FLORICULTURE & AGROTECH (INDIA) LTD.,Other Agricultural Products
SAENTER,SOUTH ASIAN ENTERPRISES LTD.,Other Leisure Facilities
SKYIND,SKY INDUSTRIES LTD.-$,Textiles
PHOENXINTL,PHOENIX INTERNATIONAL LTD.,Other Apparels & Accessories
AARVINFRA,AARV Infratel Ltd,Textiles
PRATIK,PRATIK PANELS LTD.,Forest Products
RISHIROOP,Rishiroop Ltd,Other Industrial Products
PROMACT,Promact Impex Ltd,Containers & Packaging
STRGRENWO,STERLING GREEN WOODS LTD.,Hotels
DOLPHMED,DOLPHIN MEDICAL SERVICES LTD.,Healthcare Services
SYSTMTXC,SYSTEMATIX CORPORATE SERVICES LTD.,Other Financial Services
ALPINEHOU,ALPINE HOUSING DEVELOPMENT CORPORATION LTD.,Realty
SANGHIIND,SANGHI INDUSTRIES LTD.,Cement & Cement Products
WWALUM,Worldwide Aluminium Ltd,Comm.Trading  & Distribution
SFPIL,Square Four Projects India Limited,Commodity Chemicals
SCANPGEOM,SCANPOINT GEOMATICS LTD.,Internet Software & Services
CHOKSILA,CHOKSI LABORATORIES LTD.,Healthcare Services
CCHHL,Country Club Hospitality & Holidays Ltd,Hotels
SALGUTI,SALGUTI INDUSTRIES LTD.,Containers & Packaging
LONTE,LONGVIEW TEA COMPANY LTD.,Tea & Coffee
ENTRINT,ENTERPRISE INTERNATIONAL LTD.,Comm.Trading  & Distribution
TECHIN,TECHINDIA NIRMAN LIMITED,Realty
TPLPLAST,TPL PLASTECH LTD.,Plastic Products
WIMPLAST,WIM PLAST LTD.-$,Plastic Products
PHOTOQUP,PHOTOQUIP INDIA LTD.,Photographic Products
LIBERTSHOE,LIBERTY SHOES LTD.,Footwear
LIPPISYS,LIPPI SYSTEMS LTD.-$,Industrial Machinery
ELECTHERM,ELECTROTHERM (INDIA) LTD.,Iron & Steel Products
BLUEDART,BLUE DART EXPRESS LTD.,Transportation - Logistics
EXPOGAS,EXPO GAS CONTAINERS LTD.,Other Industrial Products
NATPLAS,NATIONAL PLASTIC INDUSTRIES LTD.,Plastic Products
MFLINDIA,MFL INDIA LTD.,Transportation - Logistics
AJWAFUN,AJWA FUN WORLD & RESORT LTD.,Other Leisure Facilities
TEXELIN,TEXEL INDUSTRIES LTD.,Plastic Products
RAYALEMA,ROYALE MANOR HOTELS & INDUSTRIES LTD.,Hotels
MIRZAINT,MIRZA INTERNATIONAL LTD.,Footwear
TFCILTD,TOURISM FINANCE CORPORATION OF INDIA LTD.,Financial Institutions
THAKDEV,THAKKERS DEVELOPERS LTD.,Realty
ARENTERP,RAJDARSHAN INDUSTRIES LTD.,Construction & Engineering
BIL,BHARTIYA INTERNATIONAL LTD.,Other Apparels & Accessories
KAMATHOTEL,KAMAT HOTELS (INDIA) LTD.,Hotels
DALALSTCOM,DSJ keep Learning Ltd,Publishing
HOTELRUGBY,HOTEL RUGBY LTD.,Hotels
POLOHOT,POLO HOTELS LTD.,Hotels
ECOPLAST,ECOPLAST LTD.-$,Plastic Products
ELEMARB,ELEGANT MARBLES & GRANI INDUSTRIES LTD.,Comm.Trading  & Distribution
ADARSHPL,ADARSH PLANT PROTECT LTD.,Agrochemicals
HPBL,HCP Plastene Bulkpack Ltd,Containers & Packaging
NICCOPAR,NICCO PARKS & RESORTS LTD.-$,Other Leisure Facilities
NTCIND,NTC INDUSTRIES LTD.,Cigarettes-Tobacco Products
SANDESH,SANDESH LTD.,Publishing
GARNET,GARNET CONSTRUCTION LTD.,Construction & Engineering
GOLDIAM,GOLDIAM INTERNATIONAL LTD.,Other Apparels & Accessories
BRIGHTBR,BRIGHT BROTHERS LTD.-$,Containers & Packaging
CORPOCO,CORPORATE COURIER AND CARGO LTD.,Transportation - Logistics
SHAWGELTIN,NARMADA GELATINES LTD.,Specialty Chemicals
PGFOILQ,PG FOILS LTD.,Aluminium
GRATEXI,GRATEX INDUSTRIES LTD.,Paper & Paper Products
VELHO,VELAN HOTELS LTD.,Hotels
HOWARHO,HOWARD HOTELS LTD.,Hotels
VALIANT,VALIANT COMMUNICATIONS LTD.-$,Telecom Equipment
DRAGARWQ,DR.AGARWALS EYE HOSPITAL LTD.-$,Healthcare Services
MHSGRMS,MAHASAGAR TRAVELS LTD.,Surface Transportation
GREENPLY,GREENPLY INDUSTRIES LTD.,Forest Products
UNQTYMI,UNION QUALITY PLASTICS LTD.,Containers & Packaging
SEAMECLTD,SEAMEC LTD.,Shipping
RAGHUNAT,RAGHUNATH INTERNATIONAL LTD.,Cigarettes-Tobacco Products
CHEVIOT,CHEVIOT CO.LTD.-$,Jute & Jute Products
DAICHI,DAI-ICHI KARKARIA LTD.-$,Specialty Chemicals
RAJINFRA,Rajeswari Infrastructure Limited,Realty
SPICEISL,SPICE ISLANDS APPARELS LTD.-$,Other Apparels & Accessories
CONFIPET,CONFIDENCE PETROLEUM INDIA LTD.,Oil Marketing & Distribution
SIPL,SHELTER INFRA PROJECTS LTD.-$,Construction & Engineering
ASHSI,ASHIRWAD STEELS & INDUSTRIES LTD.,Iron & Steel/Interm.Products
BANARBEADS,BANARAS BEADS LTD.,Other Apparels & Accessories
AREXMIS,AREX INDUSTRIES LTD.,Textiles
BI,BILCARE LTD.-$,Healthcare Supplies
ISFL,ISF LIMITED,Finance (including NBFCs)
RISHILASE,RISHI LASER LTD.,Industrial Machinery
JAINCO,JAINCO PROJECTS (INDIA) LTD.,Comm.Trading  & Distribution
INTECCAP,INTEC CAPITAL LTD.,Other Financial Services
RAJGASES,RAJASTHAN GASES LTD.,Oil Marketing & Distribution
SIDDHEGA,SIDDHESWARI GARMENTS LTD.,Comm.Trading  & Distribution
63MOONS,63 Moons Technologies Ltd,IT Consulting & Software
SARLAPOLY,SARLA PERFORMANCE FIBERS LTD.-$,Textiles
MKTCREAT,MARKET CREATORS LTD.,Other Financial Services
HFIL,Himalaya Food International Ltd,Other Agricultural Products
SONALAD,SONAL ADHESIVES LTD.,Commodity Chemicals
PADMAIND,Padmanabh Industries Limited,Commodity Chemicals
21STCENMGM,TWENTYFIRST CENTURY MANAGEMENT SERVICES LTD.,Other Financial Services
HRYNSHP,HARIYANA SHIP BREAKERS LTD.-$,Other Industrial Goods
ARUNIS,Arunis Abode Ltd,Other Financial Services
TYROON,TYROON TEA CO.LTD.,Tea & Coffee
LAOPALA,LA OPALA RG LTD.,Houseware
STYLAMIND,Stylam Industries Limited,Forest Products
VENUSREM,VENUS REMEDIES LTD.,Pharmaceuticals
WOODSVILA,WOODSVILLA LTD.,Hotels
TRANSFIN,TRANS FINANCIAL RESOURCES LTD.,Finance (including NBFCs)
GUJCRAFT,GUJARAT CRAFT INDUSTRIES LTD.,Containers & Packaging
HEERAISP,HEERA ISPAT LTD.,Iron & Steel/Interm.Products
DHOOTIN,DHOOT INDUSTRIAL FINANCE LTD.,Comm.Trading  & Distribution
CRIMSON,Crimson Metal Engineering Company Ltd,Iron & Steel Products
SHBAJRG,Shri Bajrang Alliance Ltd,Diversified
ASHOKRE,ASHOKA REFINERIES LTD.,Other Agricultural Products
URJAGLOBA,URJA GLOBAL LTD.,Heavy Electrical Equipment
ASHAPURMIN,ASHAPURA MINECHEM LTD.,Mining
SHREEPAC,SHREE PACETRONIX LTD.,Healthcare Supplies
GUJALKALI,GUJARAT ALKALIES & CHEMICALS LTD.,Commodity Chemicals
INDIACEM,INDIA CEMENTS LTD.,Cement & Cement Products
JKTYRE,JK TYRE & INDUSTRIES LTD.,Auto Tyres & Rubber Products
MANGCHEFER,MANGALORE CHEMICALS & FERTILIZERS LTD.,Fertilizers
SIL,STANDARD INDUSTRIES LTD.,Textiles
JUBLPHARMA,Jubilant Pharmova Ltd,Pharmaceuticals
THEINVEST,The Investment Trust Of India Ltd,Finance (including NBFCs)
SAMYAKINT,SAMYAK INTERNATIONAL LTD.,Misc.Commercial Services
AADIIND,AADI INDUSTRIES LTD.,Fibres & Plastics
SANTOSHF,SANTOSH FINE-FAB LTD.,Textiles
SREEJAYA,SREE JAYALAKSHMI AUTOSPIN LTD.,Textiles
ACKNIT,ACKNIT INDUSTRIES LTD.,Other Apparels & Accessories
TITANSEC,TITAN SECURITIES LTD.,Finance (including NBFCs)
MOHOTAIND,Mohota Industries Ltd,Textiles
REALECO,Real Eco-Energy Ltd,Oil Marketing & Distribution
HRMNYCP,HARMONY CAPITAL SERVICES LTD.,Misc.Commercial Services
YASHRAJC,YASHRAJ CONTAINEURS LTD.,Containers & Packaging
LORDSHOTL,Lords Ishwar Hotels Limited,Hotels
CSLFINANCE,CSL Finance Ltd,Finance (including NBFCs)
SANGHVIMOV,SANGHVI MOVERS LTD.,Transport Related Services
SELAN,SELAN EXPLORATION TECHNOLOGY LTD.-$,Exploration & Production
FRSHTRP,FRESHTROP FRUITS LTD.,Other Agricultural Products
FAZE3Q,FAZE THREE LTD.-$,Textiles
PRADHIN,Pradhin Ltd,Iron & Steel/Interm.Products
ANUPAM,Anupam Finserv Ltd,Finance (including NBFCs)
RAJPACK,RAJ PACKAGING INDUSTRIES LTD.,Containers & Packaging
PRIVISCL,Privi Speciality Chemicals Ltd,Specialty Chemicals
NATRAJPR,NATRAJ PROTEINS LTD.,Edible Oils
SAMRATPH,SAMRAT PHARMACHEM LTD.-$,Pharmaceuticals
NPRFIN,NPR FINANCE LTD.,Other Financial Services
NILE,NILE LTD.,Iron & Steel Products
UDAICEMENT,UDAIPUR CEMENT WORKS LTD.,Cement & Cement Products
AMCOIND,AMCO INDIA LTD.-$,Fibres & Plastics
OPTIEMUS,Optiemus Infracom Ltd,Telecom Equipment
KREONFIN,KREON FINNANCIAL SERVICES LTD.,Finance (including NBFCs)
GYANDEV,GYAN DEVELOPERS & BUILDERS LTD.,Realty
KISAN,KISAN MOULDINGS LTD.-$,Plastic Products
VIJAYTX,VIJAY TEXTILES LTD.,Comm.Trading  & Distribution
GARODCH,GARODIA CHEMICALS LTD.,Comm.Trading  & Distribution
KERALAYUR,KERALA AYURVEDA LTD.,Pharmaceuticals
MONGIPA,MOONGIPA CAPITAL FINANCE LTD.,Finance (including NBFCs)
MOHITPPR,MOHIT PAPER MILLS LTD.,Paper & Paper Products
DAULAT,DAULAT SECURITIES LTD.,Other Financial Services
OSCARGLO,OSCAR GLOBAL LTD.,Other Apparels & Accessories
ODYSSEY,ODYSSEY TECHNOLOGIES LTD.-$,IT Software Products
SPSINT,SPS INTERNATIONAL LTD.,Comm.Trading  & Distribution
RSCINT,RSC INTERNATIONAL LTD.,Textiles
SURATEX,SURAT TEXTILE MILLS LTD.,Textiles
ATHARVENT,ATHARV ENTERPRISES LTD.,Finance (including NBFCs)
FUNDVISER,Fundviser Capital (India) Ltd,Investment Companies
THEMISMED,THEMIS MEDICARE LTD.,Pharmaceuticals
KALLAM,Kallam Textiles Ltd-$,Textiles
BRAWN,BRAWN BIOTECH LTD.,Pharmaceuticals
FORINTL,FORTUNE INTERNATIONAL LTD.,Comm.Trading  & Distribution
KINGSINFR,Kings Infra Ventures Limited,Realty
NUTRICIRCLE,Nutricircle Ltd,Other Apparels & Accessories
SUBSM,SUBHASH SILK MILLS LTD.,Textiles
AUROLAB,AURO LABORATORIES LTD.,Pharmaceuticals
KJMCFIN,KJMC FINANCIAL SERVICES LTD.,Finance (including NBFCs)
SUVEN,SUVEN LIFE SCIENCES LTD.,Pharmaceuticals
ARYAMAN,ARYAMAN FINANCIAL SERVICES LTD.,Finance (including NBFCs)
BRIDGESE,BRIDGE SECURITIES LTD.,Other Financial Services
RAJTUBE,RAJASTHAN TUBE MANUFACTURING CO.LTD.,Iron & Steel Products
KAYPOWR,KAY POWER AND PAPER LTD.,Paper & Paper Products
INTSTOIL,INTER STATE OIL CARRIER LTD.,Surface Transportation
GLOBALCA,GLOBAL CAPITAL MARKETS LTD.,Finance (including NBFCs)
SAINIK,SAINIK FINANCE & INDUSTRIES LTD.,Cement & Cement Products
SABOOBR,SABOO BROTHERS LTD.,Industrial Machinery
RICHUNV,RICH UNIVERSE NETWORK LTD.,Finance (including NBFCs)
SPCAPIT,SP CAPITAL FINANCING LTD.,Misc.Commercial Services
PAOS,Paos Industries Ltd,Edible Oils
KOTHARIPRO,KOTHARI PRODUCTS LTD.,Comm.Trading  & Distribution
PICCADIL,PICCADILY AGRO INDUSTRIES LTD.,Sugar
CHAMANSEQ,CHAMAN LAL SETIA EXPORTS LTD.-$,Other Agricultural Products
CHANDRAP,CHANDRA PRABHU INTERNATIONAL LTD.-$,Comm.Trading  & Distribution
KIMIABL,Kimia Biosciences Ltd,Pharmaceuticals
HINDTIN,HINDUSTAN TIN WORKS LTD.-$,Containers & Packaging
GODAVARI,GODAVARI DRUGS LTD.,Pharmaceuticals
PREMCO,PREMCO GLOBAL LTD.-$,Textiles
MUKESHB,MUKESH BABU FINANCIAL SERVICES LTD.,Other Financial Services
GENUSPOWER,GENUS POWER INFRASTRUCTURES LTD.-$,Other Elect.Equip./ Prod.
ASIANENE,Asian Energy Services Ltd,Oil Equipment & Services
KBSINDIA,KBS INDIA LIMITED,Other Financial Services
SEAGOLD,SEA GOLD AQUA FARMS LTD.,Packaged Foods
UGARSUGAR,UGAR SUGAR WORKS LTD.-$,Sugar
ORIENTBELL,ORIENT BELL LIMITED-$,Furniture-Furnishing-Paints
NRBBEARING,NRB BEARINGS LTD.,Industrial Machinery
VAMSHIRU,VAMSHI RUBBER LTD.,Auto Tyres & Rubber Products
NILA,NILA INFRASTRUCTURES LTD.,Realty
DBSTOCKBRO,DB (INTERNATIONAL) STOCK BROKERS LTD.,Other Financial Services
VINYOFL,VINYOFLEX LTD.,Commodity Chemicals
JINDCAP,JINDAL CAPITAL LTD.,Other Financial Services
EPIC,EPIC ENERGY LTD.-$,Finance (including NBFCs)
SUMEDHA,SUMEDHA FISCAL SERVICES LTD.,Other Financial Services
KUWERIN,KUWER INDUSTRIES LTD.,Commodity Chemicals
CHOKSI,CHOKSI IMAGING LTD.,Photographic Products
ASHISHPO,ASHISH POLYPLAST LTD.,Plastic Products
ADORFO,ADOR FONTECH LTD.-$,Comm.Trading  & Distribution
SHIVAAGRO,SHIVA GLOBAL AGRO INDUSTRIES LTD.,Fertilizers
SIDDHA,SIDDHA VENTURES LTD.,Finance (including NBFCs)
SUMERUIND,SUMERU INDUSTRIES LTD.,Comm.Trading  & Distribution
RUNGTAIR,RUNGTA IRRIGATION LTD.,Plastic Products
VALSONQ,VALSON INDUSTRIES LTD.-$,Textiles
SABOOSOD,SABOO SODIUM CHLORO LTD.,Other Food Products
GSLSEC,GSL SECURITIES LTD.,Finance (including NBFCs)
TINNARUBR,Tinna Rubber and Infrastructure Limited,Specialty Chemicals
VIKRAMTH,VIKRAM THERMO (INDIA) LTD.,Pharmaceuticals
STRATMONT,Stratmont Industries Ltd,Comm.Trading  & Distribution
AKCAPIT,A.K.CAPITAL SERVICES LTD.,Finance (including NBFCs)
RELAXO,RELAXO FOOTWEARS LTD.-$,Footwear
VIRAT,VIRAT INDUSTRIES LTD.,Other Apparels & Accessories
SHEETAL,SHEETAL DIAMONDS LTD.,Other Apparels & Accessories
TERAI,TERAI TEA CO.LTD.,Tea & Coffee
MANRAJH,MANRAJ HOUSING FINANCE LTD.,Housing Finance 
COSCO,COSCO (INDIA) LTD.-$,Diversified
SHILPAMED,SHILPA MEDICARE LTD.,Pharmaceuticals
PARACABLES,PARAMOUNT COMMUNICATIONS LTD.-$,Other Elect.Equip./ Prod.
NCLRESE,NCL RESEARCH & FINANCIAL SERVICES LTD.,Other Financial Services
SSLFINANCE,ARCHANA SOFTWARE LTD.,IT Software Products
EXPLICITFIN,EXPLICIT FINANCE LTD.,Misc.Commercial Services
LADDERUP,LADDERUP FINANCE LTD.,Finance (including NBFCs)
UYFINCORP,U. Y. Fincorp Ltd,Finance (including NBFCs)
EKAMLEA,EKAM LEASING & FINANCE CO.LTD.,Misc.Commercial Services
SWASTIKA,SWASTIKA INVESTMART LTD.,Other Financial Services
PRIMAPLA,PRIMA PLASTICS LTD.,Plastic Products
TELECANOR,TELECANOR GLOBAL LTD.,IT Software Products
JAGSONFI,JAGSONPAL FINANCE & LEASING LTD.,Finance (including NBFCs)
CARNATIN,CARNATION INDUSTRIES LTD.,Other Industrial Products
STURDY,STURDY INDUSTRIES LTD.,Plastic Products
GARGFUR,GARG FURNACE LTD.,Iron & Steel/Interm.Products
SAMPRE,SAMPRE NUTRITIONS LTD.,Packaged Foods
AAIL,Akar Auto Industries Ltd,Industrial Machinery
VIPULORG,Vipul Organics Ltd,Specialty Chemicals
ECORECO,ECO RECYCLING LTD.,Electronic Components
GOODLUCK,Goodluck India Ltd,Iron & Steel Products
GOYALASS,GOYAL ASSOCIATES LTD.,Other Financial Services
ZENITHHE,ZENITH HEALTH CARE LTD.,Pharmaceuticals
PRESOFI,PREM SOMANI FINANCIAL SERVICES LTD.,Other Financial Services
YORKEXP,YORK EXPORTS LTD.,Other Apparels & Accessories
SUPREME,SUPREME HOLDINGS & HOSPITALITY (INDIA) LTD.,Realty
PITHP,PITHAMPUR POLY PRODUCTS LTD.,Containers & Packaging
LYKISLTD,Lykis Limited,Personal Products
PRIMEPRO,PRIME PROPERTY DEVELOPMENT CORPORATION LTD.-$,Realty
ZENLABS,Zenlabs Ethica Ltd,Misc.Commercial Services
FLORATX,FLORA TEXTILES LTD.,Textiles
GOWRALE,GOWRA LEASING & FINANCE LTD.,Finance (including NBFCs)
JAGANLAM,JAGAN LAMPS LTD.,Auto Parts & Equipment
AJEL,AJEL LTD.,IT Consulting & Software
ALPSINDUS,ALPS INDUSTRIES LTD.,Textiles
ASITCFIN,ASIT C.MEHTA FINANCIAL SERVICES LTD.,Other Financial Services
NOVAPUB,Nova Publications India Ltd,Publishing
SUPERBAK,SUPER BAKERS (INDIA) LTD.,Packaged Foods
OVOBELE,OVOBEL FOODS LTD.,Other Food Products
INDOASIAF,INDO ASIAN FINANCE LTD.,Finance (including NBFCs)
CORNE,CORAL NEWSPRINTS LTD.,Paper & Paper Products
STERTOOLS,STERLING TOOLS LTD.-$,Auto Parts & Equipment
KLGCAP,KLG CAPITAL SERVICES LTD.,Finance (including NBFCs)
INFRAIND,INFRA INDUSTRIES LTD.,Plastic Products
DYNAMICP,DYNAMIC PORTFOLIO MANAGEMENT & SERVICES LTD.,Finance (including NBFCs)
INLANPR,INLAND PRINTERS LTD.,Comm.Printing/Stationery
CEEJAY,CEEJAY FINANCE LTD.,Finance (including NBFCs)
SUNCITYSY,SUNCITY SYNTHETICS LTD.,Textiles
SHGANEL,SHREE GANESH ELASTOPLAST LTD.,Comm.Trading  & Distribution
ANNAINFRA,ANNA INFRASTRUCTURES LTD.,Finance (including NBFCs)
BHAGIL,Bhageria Industries Ltd,Commodity Chemicals
